round,loss,accuracy,precision,recall,f1
1,0.6694895029067993,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
2,0.565243661403656,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
3,0.43050745129585266,0.7312057018280029,0.7306325435638428,1.0,0.8443531774333467
4,0.26551100611686707,0.9475177526473999,0.9384191036224365,0.9931906461715698,0.9650283407462692
5,0.19329766929149628,0.9567375779151917,0.9481000900268555,0.9951362013816833,0.9710488902356562
6,0.1716264933347702,0.9496454000473022,0.9385884404182434,0.9961089491844177,0.9664936233709094
7,0.1331467181444168,0.9638298153877258,0.9656816124916077,0.9854085445404053,0.975445351743603
8,0.11837314814329147,0.9673758745193481,0.9766990542411804,0.9785992503166199,0.9776482289555595
9,0.11324845254421234,0.9687943458557129,0.9758220314979553,0.981517493724823,0.9786614762896857
10,0.11062096059322357,0.9702127575874329,0.9823874831199646,0.9766536951065063,0.9795121981908422
11,0.0989518091082573,0.9730496406555176,0.9714285731315613,0.9922178983688354,0.9817131863981144
12,0.08644500374794006,0.9815602898597717,0.9789674878120422,0.9961089491844177,0.9874638341117635
13,0.08297163248062134,0.9794326424598694,0.977990448474884,0.994163453578949,0.9860106361987929
14,0.07664541155099869,0.9794326424598694,0.977990448474884,0.994163453578949,0.9860106361987929
15,0.07137361168861389,0.9808510541915894,0.9826422333717346,0.9912451505661011,0.9869249446521116
16,0.06444479525089264,0.9822695255279541,0.9845410585403442,0.9912451505661011,0.9878817306379472
17,0.07767713069915771,0.9709219932556152,0.9900695085525513,0.9698443412780762,0.9798525689531076
18,0.0688265711069107,0.9758865237236023,0.990138053894043,0.9766536951065063,0.9833496499998914
19,0.055233679711818695,0.9843971729278564,0.980879545211792,0.9980545043945312,0.989392494976615
20,0.04975428059697151,0.9836879372596741,0.9892891645431519,0.9883268475532532,0.9888077719142798
