round,loss,accuracy,precision,recall,f1
1,0.6583572030067444,0.6433888673782349,0.6433888673782349,1.0,0.7830025870926816
2,0.2165471464395523,0.9516128897666931,0.9767111539840698,0.947382926940918,0.9618235210124779
3,0.21427002549171448,0.9427508115768433,0.9916741251945496,0.918732762336731,0.9538109544351523
4,0.49182653427124023,0.7412264943122864,0.992286741733551,0.6024793386459351,0.7497428836265455
5,0.8138918280601501,0.5324352979660034,0.9920634627342224,0.27548208832740784,0.4312203442920767
6,0.42308807373046875,0.791031539440155,0.9931589365005493,0.6798897981643677,0.8071954090658755
7,0.5770993828773499,0.671393096446991,0.991150438785553,0.4936639070510864,0.6590658279376665
8,0.6150582432746887,0.6641262173652649,0.9892836809158325,0.48319560289382935,0.6492689301494345
9,0.9815564155578613,0.5067352056503296,0.9941657185554504,0.23471073806285858,0.3797637562380579
10,0.2648431062698364,0.9014533758163452,0.9926282167434692,0.8531680703163147,0.9176296497698183
11,0.4516390860080719,0.7749025225639343,0.9916666746139526,0.6556473970413208,0.7893864140794176
12,1.214941382408142,0.4879475235939026,0.990728497505188,0.20606060326099396,0.3411630532615658
13,1.8765549659729004,0.4090747833251953,0.9900662302970886,0.08236914873123169,0.15208545740257087
14,1.0741641521453857,0.5420063734054565,0.9878731369972229,0.29173552989959717,0.4504466100473836
15,0.9872941970825195,0.5962424874305725,0.9963289499282837,0.3738292157649994,0.5436698905592364
16,1.8591264486312866,0.43743354082107544,0.9913793206214905,0.12672176957130432,0.22471911158568034
17,0.6427492499351501,0.710740864276886,0.9975099563598633,0.5517906546592712,0.7105356674285236
18,1.1958303451538086,0.5180786848068237,0.9978141784667969,0.25151515007019043,0.40176017180854995
19,1.1696475744247437,0.5974831581115723,0.9985326528549194,0.37493112683296204,0.5451632263640467
20,0.5639498233795166,0.7773839235305786,0.9970687031745911,0.6559228897094727,0.7912928146041986
