round,loss,accuracy,precision,recall,f1
1,0.6059792637825012,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
2,0.8997136950492859,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
3,1.031106948852539,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
4,1.0147985219955444,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
5,0.8180317878723145,0.6859269738197327,0.6859474778175354,0.9994829297065735,0.8135521842886867
6,0.41180187463760376,0.7593052387237549,0.7525150775909424,0.9669079780578613,0.846345324661192
7,0.22947491705417633,0.9014533758163452,0.9160804152488708,0.9426059722900391,0.9291539189189311
8,0.18277816474437714,0.9333569407463074,0.9828540086746216,0.9188210964202881,0.9497594993508847
9,0.18299436569213867,0.9337114691734314,0.9866295456886292,0.9157187342643738,0.9498525252044234
10,0.2757270038127899,0.8808932900428772,0.9871951341629028,0.8371251225471497,0.9059876900719129
11,0.4785963296890259,0.7809287309646606,0.9917787909507751,0.6861426830291748,0.8111246815147769
12,0.27312278747558594,0.886210560798645,0.992068350315094,0.8407445549964905,0.910159527243148
13,1.070969820022583,0.5193194150924683,0.9881756901741028,0.30248188972473145,0.4631828841346633
14,0.1580020785331726,0.9454094171524048,0.9890109896659851,0.9307135343551636,0.9589770846704947
15,1.8348134756088257,0.42396312952041626,0.9873816967010498,0.1618407517671585,0.2780986331901626
16,0.6775779724121094,0.6692662239074707,0.9921337366104126,0.5217166543006897,0.6838359943504112
17,1.5935224294662476,0.4455866813659668,0.9842932224273682,0.19441571831703186,0.32469775575291776
18,1.3376834392547607,0.48174405097961426,0.9836065769195557,0.2481902837753296,0.39636664654467524
19,1.2621339559555054,0.5111662745475769,0.9928951859474182,0.2890382707118988,0.4477372925304331
20,1.4494526386260986,0.46721020340919495,0.9931350350379944,0.22440537810325623,0.3660902597397997
