round,loss,accuracy,precision,recall,f1
1,1.0749576091766357,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
2,2.6917293071746826,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
3,2.236049175262451,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
4,0.8048960566520691,0.7096773982048035,0.7033929228782654,0.9968976378440857,0.8248128402191302
5,0.1989104151725769,0.9156327247619629,0.9152791500091553,0.9663909077644348,0.9401408551739164
6,0.15950222313404083,0.9510811567306519,0.9822770953178406,0.9457083940505981,0.9636459397109073
7,0.15047883987426758,0.9524990916252136,0.9828326106071472,0.9472595453262329,0.9647182586525733
8,0.2265615463256836,0.925203800201416,0.9914432168006897,0.8986556529998779,0.9427719000756114
9,0.18274618685245514,0.943991482257843,0.9889867901802063,0.9286453127861023,0.957866679106547
10,0.14098529517650604,0.9563984274864197,0.9824187755584717,0.9534643292427063,0.9677250207413753
11,0.15266717970371246,0.9549804925918579,0.9808408617973328,0.9529472589492798,0.9666928870721836
12,0.16755318641662598,0.9489542841911316,0.9858849048614502,0.9389865398406982,0.9618643967574422
13,0.25238847732543945,0.9081885814666748,0.9900526404380798,0.8748707175254822,0.928904729762074
14,0.3746824562549591,0.8401275873184204,0.988793671131134,0.7755946516990662,0.8693132606239737
15,0.49590277671813965,0.7915632724761963,0.9977810382843018,0.6975181102752686,0.8210590383224111
16,0.21300087869167328,0.9291031360626221,0.988726019859314,0.9069286584854126,0.9460625640779946
17,0.7918426990509033,0.6749379634857178,0.9980411529541016,0.5268872976303101,0.6896785299038751
18,0.15779374539852142,0.9553349614143372,0.975789487361908,0.9586349725723267,0.9671361666770377
19,0.21549329161643982,0.9259127974510193,0.9172714352607727,0.9803516268730164,0.9477630850785318
20,0.17246051132678986,0.9517901539802551,0.9864718317985535,0.9426059722900391,0.9640401627953291
