round,loss,accuracy,precision,recall,f1
1,0.6648688316345215,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
2,0.5568358302116394,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
3,0.6098012924194336,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
4,0.5804380178451538,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
5,0.42995086312294006,0.7304964661598206,0.7301136255264282,1.0,0.8440065609035057
6,0.2434651106595993,0.8815602660179138,0.860854983329773,0.9990272521972656,0.9248086487503453
7,0.1295168101787567,0.9730496406555176,0.9777992367744446,0.9854085445404053,0.9815891439848546
8,0.08373615145683289,0.9744681119918823,0.9787644743919373,0.9863813519477844,0.9825581517147761
9,0.07688415050506592,0.9773049354553223,0.9797688126564026,0.9892995953559875,0.9845111383223171
10,0.08009117841720581,0.9723404049873352,0.9833822250366211,0.9785992503166199,0.9809849076401346
11,0.08490648120641708,0.9737588763237,0.9843597412109375,0.9795719981193542,0.9819600337994048
12,0.08513923734426498,0.9744681119918823,0.983430802822113,0.981517493724823,0.9824732167599752
13,0.07801535725593567,0.9758865237236023,0.9825242757797241,0.9844357967376709,0.9834791074364952
14,0.14306658506393433,0.9737588763237,0.9687795639038086,0.9961089491844177,0.9822541960661673
15,0.07739359885454178,0.9794326424598694,0.9826086759567261,0.9892995953559875,0.9859427841135242
16,0.11394285410642624,0.9758865237236023,0.9751434326171875,0.9922178983688354,0.9836065719911945
17,0.10675536096096039,0.9808510541915894,0.9817131757736206,0.9922178983688354,0.9869375854374938
18,0.10477952659130096,0.9758865237236023,0.9778845906257629,0.9892995953559875,0.98355897399421
19,0.10168863832950592,0.9680851101875305,0.9890547394752502,0.966926097869873,0.9778652444454041
20,0.12375673651695251,0.9765957593917847,0.9825412034988403,0.9854085445404053,0.9839727851338023
