round,loss,accuracy,precision,recall,f1
1,0.649606466293335,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
2,0.5660944581031799,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
3,0.5704683661460876,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
4,0.6012580990791321,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
5,0.6405969262123108,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
6,0.6562092900276184,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
7,0.6409310698509216,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
8,0.552554726600647,0.7304964661598206,0.7301136255264282,1.0,0.8440065609035057
9,0.45787423849105835,0.7617021203041077,0.7536656856536865,1.0,0.8595317703017658
10,0.2992856204509735,0.8652482032775879,0.8445723652839661,0.9990272521972656,0.9153297726587053
11,0.14403212070465088,0.9581560492515564,0.9473684430122375,0.9980545043945312,0.9720511862265984
12,0.1023845300078392,0.980141818523407,0.9789271950721741,0.994163453578949,0.9864864969286946
13,0.07825977355241776,0.9829787015914917,0.9799235463142395,0.9970816969871521,0.9884281650614906
14,0.06472697108983994,0.9822695255279541,0.979904294013977,0.9961089491844177,0.9879401769915773
15,0.05840473622083664,0.9865248203277588,0.9855630397796631,0.9961089491844177,0.9908079332777158
16,0.0588352233171463,0.9851064085960388,0.9846006035804749,0.9951362013816833,0.9898403687493349
17,0.054073262959718704,0.9851064085960388,0.9846006035804749,0.9951362013816833,0.9898403687493349
18,0.050466712564229965,0.9858155846595764,0.9855491518974304,0.9951362013816833,0.9903194746913875
19,0.047994837164878845,0.9858155846595764,0.9855491518974304,0.9951362013816833,0.9903194746913875
20,0.046382512897253036,0.9858155846595764,0.9855491518974304,0.9951362013816833,0.9903194746913875
