round,loss,accuracy,precision,recall,f1
1,0.6047506332397461,0.6433888673782349,0.6433888673782349,1.0,0.7830025870926816
2,0.5903894901275635,0.6435661315917969,0.643502950668335,1.0,0.7830870646221264
3,0.5071322321891785,0.7385678887367249,0.7294994592666626,0.9435261487960815,0.8228228092069759
4,0.5737444162368774,0.6710386276245117,0.8553686141967773,0.5881542563438416,0.6970290550289021
5,0.6669315099716187,0.6217653155326843,0.830680787563324,0.5176308751106262,0.6378139934668312
6,0.793788492679596,0.5460829734802246,0.8446163535118103,0.3608815371990204,0.5056938719636281
7,0.9249745011329651,0.5015951991081238,0.8801115155220032,0.26088154315948486,0.40246493802011474
8,0.878953754901886,0.5280042290687561,0.8501086235046387,0.32341596484184265,0.46856913510183434
9,0.865946888923645,0.5505139827728271,0.8651535511016846,0.35702478885650635,0.5054602160943256
10,1.2596118450164795,0.46401986479759216,0.9050801992416382,0.1865013837814331,0.3092736488357793
11,0.9439236521720886,0.5384615659713745,0.8982919454574585,0.31873276829719543,0.47051645751944643
12,1.4795993566513062,0.43991491198539734,0.9433962106704712,0.13774104416370392,0.24038461081014764
13,0.5411320924758911,0.749911367893219,0.7906733155250549,0.831404983997345,0.810527747562852
14,0.6578447818756104,0.671747624874115,0.8154719471931458,0.6330578327178955,0.7127791374286263
15,0.80097496509552,0.5926976203918457,0.9116193056106567,0.40633609890937805,0.5621189170163298
16,0.7041476368904114,0.6935483813285828,0.6884790658950806,0.9564738273620605,0.8006456718786834
17,0.5737693309783936,0.7185395359992981,0.8202635049819946,0.7203856706619263,0.7670871272935771
18,0.7808929085731506,0.61928391456604,0.8796106576919556,0.47300276160240173,0.6151916937808478
19,0.5779581069946289,0.7141084671020508,0.7843247652053833,0.7663911581039429,0.7752542630149463
20,0.7237039804458618,0.6199929118156433,0.8794688582420349,0.47438016533851624,0.6163206902931447
